id,region,district,source_type,source_name,water_use,water_use_category,water_use_fee,amount_abstracted,amount_requested,water_source_capacity,permit_history,permit_type,activity_status,permit_status,catchment
3388,Tanga,Korogwe,River,Pangani,Large Scale Irrigation,Irrigation,1463740.16,12.64,12.64,19820,Water Right,Water Right,Active,Invalid,Pangani Mainstream
2564,Arusha,Arusha,River,Selian ,Large Scale Irrigation,Irrigation,1483923.2,12.8,12.8,96,New,Application,Active,Invalid,Kikuletwa
3484,Kilimanjaro,Siha,River,GARAGUA ,Large Scale Irrigation,Irrigation,1509152,13,13,90,Water Right,Water Right,Active,Invalid,Kikuletwa
2727,Kilimanjaro,Same,Spring,Hemasasavo,Large Scale Irrigation,Irrigation,1509152,13,13,,New,Water Use Permit,Active,Valid,Mkomazi
1613,Kilimanjaro,Same,River,Yongoma,Large Scale Irrigation,Irrigation,1509152,13,13,789,New,Water Use Permit,Active,Valid,Mkomazi
1765,Kilimanjaro,Moshi,River,Isiye,Large Scale Irrigation,Irrigation,1509152,13,13,100,New,Application,Active,Invalid,Ruvu
1290,Kilimanjaro,Siha,Borehole,Borehole,Large Scale Irrigation,Irrigation,1620158.72,13.88,13.88,13.88,New,Water Use Permit,Active,Valid,Kikuletwa
1940,Kilimanjaro,Moshi,River,Isiye,Large Scale Irrigation,Irrigation,1635296,14,14,97.67,New,Water Use Permit,Active,Invalid,Kikuletwa
3534,Arusha,Arumeru,Spring,NDURUMANGA ,Large Scale Irrigation,Irrigation,1635296,14,14,21,Water Right,Water Right,Inactive,Invalid,Kikuletwa
2575,Kilimanjaro,Hai,River,KISHENGE ,Large Scale Irrigation,Irrigation,1635296,14,14,,New,Water Use Permit,Active,Valid,Kikuletwa
2574,Kilimanjaro,Hai,River,Uwau,Large Scale Irrigation,Irrigation,1635296,14,14,21.9,New,Water Use Permit,Active,Valid,Kikuletwa
1936,Kilimanjaro,Moshi,River,Isiye,Large Scale Irrigation,Irrigation,1635296,14,14,86,New,Water Use Permit,Active,Invalid,Ruvu
1810,Kilimanjaro,Moshi,River,KIARONGA ,Large Scale Irrigation,Irrigation,1635296,14,14,,New,Water Use Permit,Active,Invalid,Ruvu
3253,Kilimanjaro,Moshi,River,Karanga,Large Scale Irrigation,Irrigation,1642864.64,14.06,14.06,5200,Water Right,Water Right,Active,Invalid,Kikuletwa
3602,Kilimanjaro,Moshi,River,KIARONGO ,Large Scale Irrigation,Irrigation,1642864.64,14.06,14.06,,Water Right,Water Right,Active,Invalid,Kikuletwa
3633,Kilimanjaro,Hai,River,Namwe,Large Scale Irrigation,Irrigation,1642864.64,14.06,14.06,30,Water Right,Water Right,Active,Invalid,Kikuletwa
2381,Kilimanjaro,Moshi,River,Weruweru,Large Scale Irrigation,Irrigation,1642864.64,14.06,14.06,3256,Water Right,Water Right,Active,Invalid,Kikuletwa
3549,Kilimanjaro,Hai,Spring,Njoro,Large Scale Irrigation,Irrigation,1642864.64,14.06,14.06,231,Water Right,Water Right,Inactive,Invalid,Kikuletwa
1417,Arusha,Arumeru,River,GOMBERI ,Large Scale Irrigation,Irrigation,1642864.64,14.06,14.06,,Water Right,Water Right,Active,Invalid,Ruvu
3614,Kilimanjaro,Moshi,River,KIARONGO ,Large Scale Irrigation,Irrigation,1642864.64,14.06,14.06,,Water Right,Water Right,Active,Invalid,Ruvu
685,Arusha,Arumeru,River,Malala,Large Scale Irrigation,Irrigation,1655479.04,14.16,14.16,67,Water Right,Water Right,Active,Invalid,Kikuletwa
2026,Arusha,Arumeru,River,MARANGIMA ,Large Scale Irrigation,Irrigation,1655479.04,14.16,14.16,,Water Right,Water Right,Active,Invalid,Kikuletwa
683,Arusha,Arumeru,River,Tengeru,Large Scale Irrigation,Irrigation,1655479.04,14.16,14.16,96.34,Water Right,Water Right,Active,Invalid,Kikuletwa
1626,Arusha,Arusha,Spring,USA S,Large Scale Irrigation,Irrigation,1655479.04,14.16,14.16,33,Water Right,Water Right,Active,Invalid,Kikuletwa
3302,Kilimanjaro,Hai,River,Weruweru,Large Scale Irrigation,Irrigation,1655479.04,14.16,14.16,3256,Water Right,Water Right,Active,Invalid,Kikuletwa
3323,Arusha,Arumeru,River,Kikuletwa,Large Scale Irrigation,Irrigation,1655479.04,14.16,14.16,14830,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3322,Arusha,Arusha,River,Kikuletwa,Large Scale Irrigation,Irrigation,1655479.04,14.16,14.16,14830,Water Right,Water Right,Inactive,Invalid,Kikuletwa
1624,Arusha,Arumeru,River,MERU ,Large Scale Irrigation,Irrigation,1655479.04,14.16,14.16,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3269,Kilimanjaro,Moshi,River,Weruweru,Large Scale Irrigation,Irrigation,1655479.04,14.16,14.16,3256,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3414,Kilimanjaro,Moshi,River,RONGAI ,Large Scale Irrigation,Irrigation,1655479.04,14.16,14.16,,Water Right,Water Right,Active,Invalid,Ruvu
1508,Arusha,Arusha,River,Nduruma,Large Scale Irrigation,Irrigation,1660524.8,14.2,14.2,51,Water Right,Water Right,Active,Invalid,Kikuletwa
3345,Kilimanjaro,Hai,River,SAGANA ,Large Scale Irrigation,Irrigation,1660524.8,14.2,14.2,,Water Right,Water Right,Active,Invalid,Kikuletwa
3343,Kilimanjaro,Moshi,River,ISSII ,Large Scale Irrigation,Irrigation,1663047.68,14.22,14.22,,Water Right,Water Right,Active,Invalid,Kikuletwa
3346,Kilimanjaro,Moshi,River,Karanga,Large Scale Irrigation,Irrigation,1663047.68,14.22,14.22,5200,Water Right,Water Right,Active,Invalid,Kikuletwa
3342,Kilimanjaro,Moshi,River,Nyamaa,Large Scale Irrigation,Irrigation,1663047.68,14.22,14.22,,Water Right,Water Right,Active,Invalid,Kikuletwa
1036,Arusha,Arusha,River,SONGORE ,Large Scale Irrigation,Irrigation,1663047.68,14.22,14.22,,Water Right,Water Right,Active,Invalid,Kikuletwa
2047,Arusha,Arusha,River,SIANA ,Large Scale Irrigation,Irrigation,1663047.68,14.22,14.22,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
694,Kilimanjaro,Hai,Spring,Lambo,Large Scale Irrigation,Irrigation,1698368,14.5,14.5,,Water Right,Water Right,Inactive,Invalid,Pangani Mainstream
1699,Arusha,Arumeru,Spring,Ngura,Large Scale Irrigation,Irrigation,1710982.4,14.6,14.6,,New,Water Use Permit,Active,Invalid,Kikuletwa
2017,Arusha,Arumeru,River,Usa,Large Scale Irrigation,Irrigation,1710982.4,14.6,14.6,398.8,New,Water Use Permit,Active,Valid,Kikuletwa
2019,Arusha,Arumeru,Spring,Usa,Large Scale Irrigation,Irrigation,1710982.4,14.6,14.6,450,New,Water Use Permit,Active,Valid,Kikuletwa
1073,Kilimanjaro,Moshi,River,Kikafu,Large Scale Irrigation,Irrigation,1761440,15,15,1235,New,Application,Active,Invalid,Kikuletwa
3013,Kilimanjaro,Hai,River,Kware,Large Scale Irrigation,Irrigation,1761440,15,15,234,New,Application,Active,Invalid,Kikuletwa
3000,Kilimanjaro,Siha,River,Lawate,Large Scale Irrigation,Irrigation,1761440,15,15,321,New,Application,Active,Invalid,Kikuletwa
1070,Kilimanjaro,Hai,River,Makoa,Large Scale Irrigation,Irrigation,1761440,15,15,478,New,Application,Active,Invalid,Kikuletwa
1074,Kilimanjaro,Hai,River,Makoa,Large Scale Irrigation,Irrigation,1761440,15,15,478,New,Application,Active,Invalid,Kikuletwa
1076,Kilimanjaro,Hai,River,Makoa,Large Scale Irrigation,Irrigation,1761440,15,15,478,New,Application,Active,Invalid,Kikuletwa
1081,Kilimanjaro,Hai,River,Makoa,Large Scale Irrigation,Irrigation,1761440,15,15,478,New,Application,Active,Invalid,Kikuletwa
1088,Kilimanjaro,Hai,River,Makoa,Large Scale Irrigation,Irrigation,1761440,15,15,478,New,Application,Active,Invalid,Kikuletwa
1293,Kilimanjaro,Hai,Spring,Makoa,Large Scale Irrigation,Irrigation,1761440,15,15,478,New,Application,Active,Invalid,Kikuletwa
1069,Kilimanjaro,Hai,River,Monga,Large Scale Irrigation,Irrigation,1761440,15,15,72,New,Application,Active,Invalid,Kikuletwa
1063,Kilimanjaro,Hai,River,Mwanga,Large Scale Irrigation,Irrigation,1761440,15,15,478,New,Application,Active,Invalid,Kikuletwa
1085,Kilimanjaro,Hai,River,smanga ,Large Scale Irrigation,Irrigation,1761440,15,15,478,New,Application,Active,Invalid,Kikuletwa
1203,Arusha,Arusha,River,Themi,Large Scale Irrigation,Irrigation,1761440,15,15,1222,New,Application,Active,Invalid,Kikuletwa
659,Kilimanjaro,Moshi,River,Kiladeda,Large Scale Irrigation,Irrigation,1761440,15,15,163,Water Right,Application,Active,Invalid,Kikuletwa
56,Kilimanjaro,Moshi,Spring,Mrusunga,Large Scale Irrigation,Irrigation,1761440,15,15,,Water Right,Application,Active,Invalid,Kikuletwa
223,Kilimanjaro,Moshi,Spring,Kiyoyo,Large Scale Irrigation,Irrigation,1761440,15,15,,Water Right,Water Right,Active,Invalid,Kikuletwa
14,Arusha,Arumeru,River,Malala,Large Scale Irrigation,Irrigation,1761440,15,15,56.6,Water Right,Water Right,Active,Invalid,Kikuletwa
222,Kilimanjaro,Hai,River,Marire,Large Scale Irrigation,Irrigation,1761440,15,15,298,Water Right,Water Right,Active,Invalid,Kikuletwa
226,Kilimanjaro,Moshi,River,Mrusunga,Large Scale Irrigation,Irrigation,1761440,15,15,119,Water Right,Water Right,Active,Invalid,Kikuletwa
1148,Arusha,Arumeru,Spring,PAPHOS ,Large Scale Irrigation,Irrigation,1761440,15,15,,Water Right,Water Right,Active,Invalid,Kikuletwa
821,Kilimanjaro,Moshi,Spring,SHIKA,Large Scale Irrigation,Irrigation,1761440,15,15,,Water Right,Water Right,Active,Invalid,Kikuletwa
1564,Arusha,Arumeru,Spring,kimbai ,Large Scale Irrigation,Irrigation,1761440,15,15,,New,Water Use Permit,Active,Invalid,Kikuletwa
2039,Arusha,Arumeru,Spring,Tengeru,Large Scale Irrigation,Irrigation,1761440,15,15,98.75,New,Water Use Permit,Active,Invalid,Kikuletwa
642,Kilimanjaro,Hai,River,Fuka,Large Scale Irrigation,Irrigation,1761440,15,15,75,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
265,Kilimanjaro,Hai,River,Kikafu,Large Scale Irrigation,Irrigation,1761440,15,15,1235,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
727,Kilimanjaro,Hai,Spring,Longoi,Large Scale Irrigation,Irrigation,1761440,15,15,,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
74,Kilimanjaro,Moshi,River,Mola,Large Scale Irrigation,Irrigation,1761440,15,15,,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
245,Kilimanjaro,Hai,River,Namwi,Large Scale Irrigation,Irrigation,1761440,15,15,25,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
1302,Kilimanjaro,Hai,River,Makoa,Large Scale Irrigation,Irrigation,1761440,15,15,,New,Water Use Permit,Active,Valid,Kikuletwa
3152,Arusha,Arumeru,River,Malala,Large Scale Irrigation,Irrigation,1761440,15,15,142,New,Water Use Permit,Active,Valid,Kikuletwa
1357,Arusha,Arumeru,River,Nduruma,Large Scale Irrigation,Irrigation,1761440,15,15,50,New,Water Use Permit,Active,Valid,Kikuletwa
3029,Arusha,Arumeru,River,Ngarenaro,Large Scale Irrigation,Irrigation,1761440,15,15,144,New,Water Use Permit,Active,Valid,Kikuletwa
1094,Kilimanjaro,Hai,Spring,Tolu,Large Scale Irrigation,Irrigation,1761440,15,15,44,New,Water Use Permit,Active,Valid,Kikuletwa
2950,Kilimanjaro,Hai,River,Uwau,Large Scale Irrigation,Irrigation,1761440,15,15,67,New,Water Use Permit,Active,Valid,Kikuletwa
1840,Kilimanjaro,Hai,River,WAU ,Large Scale Irrigation,Irrigation,1761440,15,15,65.5,New,Water Use Permit,Active,Valid,Kikuletwa
812,Kilimanjaro,Moshi,River,Kiladeda,Large Scale Irrigation,Irrigation,1761440,15,15,23,Water Right,Water Use Permit,Active,Valid,Kikuletwa
691,Kilimanjaro,Hai,River,Namwi,Large Scale Irrigation,Irrigation,1761440,15,15,31.5,Water Right,Water Use Permit,Active,Valid,Kikuletwa
21,Arusha,Arumeru,River,Ngaresero,Large Scale Irrigation,Irrigation,1761440,15,15,56,Water Right,Water Use Permit,Active,Valid,Kikuletwa
165,Arusha,Arumeru,River,Ngaresero,Large Scale Irrigation,Irrigation,1761440,15,15,23,Water Right,Water Use Permit,Active,Valid,Kikuletwa
914,Arusha,Arusha,River,Odishi,Large Scale Irrigation,Irrigation,1761440,15,15,43,Water Right,Water Use Permit,Active,Valid,Kikuletwa
2880,Kilimanjaro,Same,River,Kamangala,Large Scale Irrigation,Irrigation,1761440,15,15,76,New,Application,Active,Invalid,Mkomazi
2733,Kilimanjaro,Same,River,Chafue,Large Scale Irrigation,Irrigation,1761440,15,15,,New,Water Use Permit,Active,Valid,Mkomazi
2871,Kilimanjaro,Same,River,Chafue,Large Scale Irrigation,Irrigation,1761440,15,15,27,New,Water Use Permit,Active,Valid,Mkomazi
2731,Kilimanjaro,Same,Spring,Heivumo,Large Scale Irrigation,Irrigation,1761440,15,15,,New,Water Use Permit,Active,Valid,Mkomazi
1935,Tanga,Handeni,River,Ruvu,Large Scale Irrigation,Irrigation,1761440,15,15,3197,New,Application,Active,Invalid,Pangani Kati
3158,Kilimanjaro,Mwanga,Spring,MBOGWENI,Large Scale Irrigation,Irrigation,1761440,15,15,67,New,Application,Active,Invalid,Pangani Mainstream
1627,Kilimanjaro,Same,River,Pangani,Large Scale Irrigation,Irrigation,1761440,15,15,26000,New,Application,Active,Invalid,Pangani Mainstream
319,Kilimanjaro,Same,River,Mbula,Large Scale Irrigation,Irrigation,1761440,15,15,65,Water Right,Application,Active,Invalid,Pangani Mainstream
321,Kilimanjaro,Same,River,Pangani,Large Scale Irrigation,Irrigation,1761440,15,15,26000,Water Right,Water Right,Active,Invalid,Pangani Mainstream
1598,Kilimanjaro,Same,River,Pangani,Large Scale Irrigation,Irrigation,1761440,15,15,26000,New,Water Use Permit,Active,Invalid,Pangani Mainstream
2956,Kilimanjaro,Same,River,Yengoma,Large Scale Irrigation,Irrigation,1761440,15,15,789,New,Water Use Permit,Active,Valid,Pangani Mainstream
2907,Kilimanjaro,Same,River,Yongoma/ Kitole,Large Scale Irrigation,Irrigation,1761440,15,15,789,New,Water Use Permit,Active,Valid,Pangani Mainstream
1263,Kilimanjaro,Moshi,Spring,KYOYO ,Large Scale Irrigation,Irrigation,1761440,15,15,,New,Application,Active,Invalid,Ruvu
1137,Kilimanjaro,Moshi,Spring,Ngomberi,Large Scale Irrigation,Irrigation,1761440,15,15,,New,Application,Active,Invalid,Ruvu
882,Kilimanjaro,Moshi,Spring,Kiladeda,Large Scale Irrigation,Irrigation,1761440,15,15,153,Water Right,Application,Active,Invalid,Ruvu
398,Kilimanjaro,Moshi,River,Mrusunga,Large Scale Irrigation,Irrigation,1761440,15,15,119,Water Right,Application,Active,Invalid,Ruvu
433,Kilimanjaro,Moshi,River,Mware,Large Scale Irrigation,Irrigation,1761440,15,15,,Water Right,Application,Active,Invalid,Ruvu
935,Kilimanjaro,Moshi,Spring,Soko,Large Scale Irrigation,Irrigation,1761440,15,15,,Water Right,Application,Active,Invalid,Ruvu
2086,Kilimanjaro,Moshi,River,Msoo,Large Scale Irrigation,Irrigation,1761440,15,15,56,Water Right,Water Right,Active,Invalid,Ruvu
831,Kilimanjaro,Moshi,River,Rau/Msaranga,Large Scale Irrigation,Irrigation,1761440,15,15,1200,Water Right,Water Right,Active,Invalid,Ruvu
1434,Kilimanjaro,Moshi,River,LOMBANGA ,Large Scale Irrigation,Irrigation,1761440,15,15,,New,Water Use Permit,Active,Invalid,Ruvu
1854,Kilimanjaro,Moshi,River,LOMBANGA ,Large Scale Irrigation,Irrigation,1761440,15,15,,New,Water Use Permit,Active,Invalid,Ruvu
1432,Kilimanjaro,Moshi,River,LUMBANGA ,Large Scale Irrigation,Irrigation,1761440,15,15,,New,Water Use Permit,Active,Invalid,Ruvu
1643,Kilimanjaro,Moshi,River,Rau,Large Scale Irrigation,Irrigation,1761440,15,15,1200,New,Water Use Permit,Active,Invalid,Ruvu
1673,Kilimanjaro,Moshi,River,Umbwe,Large Scale Irrigation,Irrigation,1761440,15,15,429.8,New,Water Use Permit,Active,Invalid,Ruvu
745,Kilimanjaro,Moshi,River,KATANINI,Large Scale Irrigation,Irrigation,1761440,15,15,,Water Right,Water Use Permit,Active,Invalid,Ruvu
419,Kilimanjaro,Moshi,River,Msaranga,Large Scale Irrigation,Irrigation,1761440,15,15,,Water Right,Water Use Permit,Active,Invalid,Ruvu
774,Kilimanjaro,Moshi,River,MSARANGA,Large Scale Irrigation,Irrigation,1761440,15,15,,Water Right,Water Use Permit,Active,Invalid,Ruvu
426,Kilimanjaro,Moshi,River,Mware,Large Scale Irrigation,Irrigation,1761440,15,15,,Water Right,Water Use Permit,Active,Invalid,Ruvu
971,Kilimanjaro,Hai,River,Semira,Large Scale Irrigation,Irrigation,1761440,15,15,234,Water Right,Water Use Permit,Active,Invalid,Ruvu
438,Kilimanjaro,Moshi,River,Umbwe,Large Scale Irrigation,Irrigation,1761440,15,15,429.8,Water Right,Water Use Permit,Active,Invalid,Ruvu
441,Kilimanjaro,Moshi,River,Rau,Large Scale Irrigation,Irrigation,1761440,15,15,1200,Water Right,Water Right,Inactive,Invalid,Ruvu
1351,Kilimanjaro,Moshi,River,Karanga,Large Scale Irrigation,Irrigation,1761440,15,15,5200,New,Water Use Permit,Active,Valid,Ruvu
1585,Kilimanjaro,Moshi,River,Mnango,Large Scale Irrigation,Irrigation,1761440,15,15,,New,Water Use Permit,Active,Valid,Ruvu
1139,Kilimanjaro,Moshi,River,Umbwe,Large Scale Irrigation,Irrigation,1761440,15,15,429.8,New,Water Use Permit,Active,Valid,Ruvu
399,Kilimanjaro,Moshi,River,Mrusunga,Large Scale Irrigation,Irrigation,1761440,15,15,119,Water Right,Water Use Permit,Active,Valid,Ruvu
1696,Tanga,Lushoto,River,KIVUMO ,Large Scale Irrigation,Irrigation,1761440,15,15,74,New,Water Use Permit,Active,Valid,Umba
1249,Kilimanjaro,Moshi,River,MSARANGA ,Large Scale Irrigation,Irrigation,1767747.2,15.05,15.05,,New,Application,Active,Invalid,Ruvu
48,Arusha,Arumeru,Spring,Paphos,Large Scale Irrigation,Irrigation,1799283.2,15.3,15.3,45,Water Right,Water Use Permit,Active,Valid,Kikuletwa
938,Arusha,Arumeru,River,Usa-Kibola,Large Scale Irrigation,Irrigation,1837126.4,15.6,15.6,322,Water Right,Water Right,Active,Invalid,Kikuletwa
1359,Arusha,Arusha,River,Nduruma,Large Scale Irrigation,Irrigation,1837126.4,15.6,15.6,47.85,Water Right,Water Use Permit,Active,Valid,Kikuletwa
1078,Arusha,Arusha,Borehole,Borehole,Large Scale Irrigation,Irrigation,1892629.76,16.04,16.04,16.04,New,Application,Active,Invalid,Kikuletwa
2612,Tanga,Tanga,Borehole,Borehole,Large Scale Irrigation,Irrigation,1895152.64,16.06,16.06,16.06,Water Right,Water Right,Inactive,Invalid,Zigi
2588,Kilimanjaro,Moshi,Stream,KWAMGE STREAM,Large Scale Irrigation,Irrigation,1903982.72,16.13,16.13,87,Water Right,Water Right,Active,Invalid,Msangazi
786,Arusha,Arumeru,Spring,Burka,Large Scale Irrigation,Irrigation,1975884.8,16.7,16.7,345,Water Right,Water Right,Active,Invalid,Kikuletwa
102,Kilimanjaro,Moshi,Borehole,Borehole,Large Scale Irrigation,Irrigation,2013728,17,17,17,Water Right,Water Right,Active,Invalid,Kikuletwa
2930,Kilimanjaro,Same,River,Saseni,Large Scale Irrigation,Irrigation,2139872,18,18,,New,Water Use Permit,Active,Valid,Mkomazi
3420,Tanga,Korogwe,River,Pangani,Large Scale Irrigation,Irrigation,2141133.44,18.01,18.01,19820,Water Right,Water Right,Active,Invalid,Pangani Mainstream
316,Tanga,Pangani,River,Pangani,Large Scale Irrigation,Irrigation,2202944,18.5,18.5,36000,Water Right,Application,Inactive,Invalid,Pangani Mainstream
1922,Arusha,Arusha,River,MAJI YA CHAI ,Large Scale Irrigation,Irrigation,2259708.8,18.95,18.95,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3018,Kilimanjaro,Hai,River,Kware,Large Scale Irrigation,Irrigation,2266016,19,19,102,New,Application,Active,Invalid,Kikuletwa
3613,Kilimanjaro,Moshi,River,GOMBERI ,Large Scale Irrigation,Irrigation,2267277.44,19.01,19.01,,Water Right,Water Right,Active,Invalid,Ruvu
1433,Arusha,Arumeru,River,Nduruma,Large Scale Irrigation,Irrigation,2324042.24,19.46,19.46,49,Water Right,Water Right,Inactive,Invalid,Kikuletwa
1218,Kilimanjaro,Moshi,River,Karanga,Large Scale Irrigation,Irrigation,2392160,20,20,5200,New,Application,Active,Invalid,Kikuletwa
3021,Kilimanjaro,Moshi,River,Kiladeda,Large Scale Irrigation,Irrigation,2392160,20,20,163,New,Application,Active,Invalid,Kikuletwa
1035,Kilimanjaro,Hai,River,Namwi,Large Scale Irrigation,Irrigation,2392160,20,20,29.5,New,Application,Active,Invalid,Kikuletwa
1265,Kilimanjaro,Hai,River,Namwi,Large Scale Irrigation,Irrigation,2392160,20,20,25.5,New,Application,Active,Invalid,Kikuletwa
1200,Kilimanjaro,Hai,River,Semira,Large Scale Irrigation,Irrigation,2392160,20,20,234,New,Application,Active,Invalid,Kikuletwa
1153,Arusha,Arusha,River,Themi,Large Scale Irrigation,Irrigation,2392160,20,20,1222,New,Application,Active,Invalid,Kikuletwa
810,Arusha,Arusha,River,Nduruma,Large Scale Irrigation,Irrigation,2392160,20,20,48.75,Water Right,Application,Active,Invalid,Kikuletwa
109,Arusha,Arumeru,Spring,Bakari,Large Scale Irrigation,Irrigation,2392160,20,20,34,Water Right,Water Right,Active,Invalid,Kikuletwa
2545,Arusha,Arumeru,River,Nduruma,Large Scale Irrigation,Irrigation,2392160,20,20,48,Water Right,Water Right,Active,Invalid,Kikuletwa
721,Kilimanjaro,Hai,Spring,Njoro juu kwa Foo,Large Scale Irrigation,Irrigation,2392160,20,20,123,Water Right,Water Right,Active,Invalid,Kikuletwa
784,Arusha,Arumeru,Spring,EMAOI,Large Scale Irrigation,Irrigation,2392160,20,20,67,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
873,Kilimanjaro,Hai,River,Kikafu,Large Scale Irrigation,Irrigation,2392160,20,20,1235,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
3632,Arusha,Arumeru,River,Usa,Large Scale Irrigation,Irrigation,2392160,20,20,322,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
229,Kilimanjaro,Hai,River,Uwau,Large Scale Irrigation,Irrigation,2392160,20,20,67,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
3357,Arusha,Arusha,Spring,Burka,Large Scale Irrigation,Irrigation,2392160,20,20,345,Water Right,Water Right,Inactive,Invalid,Kikuletwa
765,Kilimanjaro,Hai,River,Marire,Large Scale Irrigation,Irrigation,2392160,20,20,298,Water Right,Water Right,Inactive,Invalid,Kikuletwa
111,Kilimanjaro,Hai,Spring,Shiri,Large Scale Irrigation,Irrigation,2392160,20,20,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
2854,Kilimanjaro,Hai,River,Kware,Large Scale Irrigation,Irrigation,2392160,20,20,85,New,Water Use Permit,Active,Valid,Kikuletwa
2146,Kilimanjaro,Moshi,River,Makumira ,Large Scale Irrigation,Irrigation,2392160,20,20,,New,Water Use Permit,Active,Valid,Kikuletwa
46,Arusha,Arumeru,River,Malala,Large Scale Irrigation,Irrigation,2392160,20,20,63.5,Water Right,Water Use Permit,Active,Valid,Kikuletwa
603,Kilimanjaro,Hai,Spring,Mwasiti ,Large Scale Irrigation,Irrigation,2392160,20,20,43,Water Right,Water Use Permit,Active,Valid,Kikuletwa
735,Kilimanjaro,Hai,River,Sanya,Large Scale Irrigation,Irrigation,2392160,20,20,82,Water Right,Water Use Permit,Active,Valid,Kikuletwa
633,Kilimanjaro,Hai,Spring,Shiri Njoro,Large Scale Irrigation,Irrigation,2392160,20,20,110,Water Right,Water Use Permit,Active,Valid,Kikuletwa
2877,Kilimanjaro,Same,River,Kiranga,Large Scale Irrigation,Irrigation,2392160,20,20,59,New,Application,Active,Invalid,Mkomazi
1590,Kilimanjaro,Same,River,Yongoma,Large Scale Irrigation,Irrigation,2392160,20,20,789,New,Water Use Permit,Active,Invalid,Mkomazi
2729,Kilimanjaro,Same,Spring,Ngulwi,Large Scale Irrigation,Irrigation,2392160,20,20,,New,Water Use Permit,Active,Valid,Mkomazi
2985,Kilimanjaro,Moshi,River,Saseni,Large Scale Irrigation,Irrigation,2392160,20,20,,New,Water Use Permit,Active,Valid,Mkomazi
1620,Kilimanjaro,Same,River,Yongoma,Large Scale Irrigation,Irrigation,2392160,20,20,789,New,Water Use Permit,Active,Valid,Mkomazi
653,Kilimanjaro,Mwanga,Spring,KISURU,Large Scale Irrigation,Irrigation,2392160,20,20,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
1549,Kilimanjaro,Same,River,Pangani,Large Scale Irrigation,Irrigation,2392160,20,20,26000,New,Water Use Permit,Active,Invalid,Pangani Mainstream
1870,Kilimanjaro,Same,River,Pangani,Large Scale Irrigation,Irrigation,2392160,20,20,26000,New,Water Use Permit,Active,Invalid,Pangani Mainstream
1599,Kilimanjaro,Same,River,RUVU JIUNGENI ,Large Scale Irrigation,Irrigation,2392160,20,20,122,New,Water Use Permit,Active,Invalid,Pangani Mainstream
1028,Tanga,Korogwe,Spring,Mifune Kenda,Large Scale Irrigation,Irrigation,2392160,20,20,89,New,Application,Inactive,Invalid,Pangani Mainstream
3226,Kilimanjaro,Mwanga,Lake,Jipe,Large Scale Irrigation,Irrigation,2392160,20,20,,New,Water Use Permit,Active,Valid,Pangani Mainstream
2751,Kilimanjaro,Same,Spring,Mwakova,Large Scale Irrigation,Irrigation,2392160,20,20,,New,Water Use Permit,Active,Valid,Pangani Mainstream
2098,Tanga,Korogwe,River,Pangani,Large Scale Irrigation,Irrigation,2392160,20,20,19820,New,Water Use Permit,Active,Valid,Pangani Mainstream
1476,Tanga,Pangani,River,Pangani,Large Scale Irrigation,Irrigation,2392160,20,20,36000,New,Water Use Permit,Active,Valid,Pangani Mainstream
1030,Kilimanjaro,Moshi,Spring,Cholo,Large Scale Irrigation,Irrigation,2392160,20,20,,New,Application,Active,Invalid,Ruvu
1104,Kilimanjaro,Moshi,Borehole,Nsere,Large Scale Irrigation,Irrigation,2392160,20,20,20,New,Application,Active,Invalid,Ruvu
1674,Kilimanjaro,Mwanga,River,Ruvu,Large Scale Irrigation,Irrigation,2392160,20,20,3100,New,Application,Active,Invalid,Ruvu
662,Kilimanjaro,Moshi,Spring,Kyaronga,Large Scale Irrigation,Irrigation,2392160,20,20,,Water Right,Application,Active,Invalid,Ruvu
396,Kilimanjaro,Same,River,Pangani Mainsteam,Large Scale Irrigation,Irrigation,2392160,20,20,26000,Water Right,Application,Active,Invalid,Ruvu
923,Kilimanjaro,Moshi,Spring,Soko,Large Scale Irrigation,Irrigation,2392160,20,20,,Water Right,Application,Active,Invalid,Ruvu
817,Kilimanjaro,Moshi,River,KIKOTI,Large Scale Irrigation,Irrigation,2392160,20,20,,Water Right,Water Right,Active,Invalid,Ruvu
669,Kilimanjaro,Moshi,Spring,Kiladeda,Large Scale Irrigation,Irrigation,2392160,20,20,153,Water Right,Water Right,Active,Invalid,Ruvu
732,Kilimanjaro,Moshi,Spring,Njoro ya Goa,Large Scale Irrigation,Irrigation,2392160,20,20,98,Water Right,Water Right,Active,Invalid,Ruvu
